year,gdp_growth_rate,gdp,gdp_per_capita,capital_investment,household_consumption,inflation,exports,imports,foreign_investments,net_equity_inflow,current_account_balance,trade_balance,foreign_exchange_reserves,net_payment_error_balance,country_id,government spending as percent of gdp,gov_spend,gov_debt,tax_revenue,foreign_aid_assistance,economic_growth_forecast,investment_forecast,inflation_forecast,liability_liquid,assets_bank,credit_bank_to_gov,population,population_growth,life_expectancy,globalization_index,economic_gi,political_gi,social_gi,energy,income_natural_resources,electricity_access,renewable_pg,fossil_pg,wind_pg,solar_pg,hydro_pg,nuclear_pg,geo_pg,labour_force,unemplyment_rate,s&p,moodys,fitch,yield
2016,0.66,323.59,5756.97,54.88,204.77,6.6,91.11,89.65,2.22,1639.69,-8.52,1.53,47.18,-254.17,165,19.31,62.48,49.4,24.83,1180.28,0.67,16.96,6.72,43.59,80.14,13.6,56.21,1.47,63.15,70.27,55.76,87.72,67.33,,3.5,83.9,7.76,213.07,3.7,2.51,0.67,15.21,0.0,22.09,26.54,BBB-,B1,BB+,8.95
2017,1.16,381.45,6690.94,63.36,240.35,5.2,104.29,99.92,2.06,7588.26,-9.06,4.35,50.72,840.79,165,19.24,73.38,53.0,24.04,1014.81,1.16,16.61,4.72,43.98,79.93,14.37,57.01,1.42,63.54,70.09,55.3,87.6,67.37,,3.64,84.4,10.08,212.79,4.92,3.25,0.8,15.09,0.0,22.69,27.04,BBB-,B1,BB+,9.5
2018,1.49,404.84,7005.1,66.96,257.55,4.5,111.29,109.38,5.57,2945.71,-12.29,1.83,51.64,843.93,165,19.37,78.42,56.7,24.12,921.14,1.49,16.54,4.92,44.61,81.05,15.32,57.79,1.36,63.86,70.51,55.15,89.18,67.2,,3.6,84.7,12.24,214.3,6.47,3.21,1.09,10.56,0.0,22.95,26.91,BB,B1,BB+,9.54
2019,0.11,387.93,6624.76,62.15,247.55,4.1,106.07,104.0,5.12,-4289.26,-10.07,2.04,55.06,2853.19,165,19.61,76.07,62.2,24.22,971.48,0.11,16.02,3.75,45.93,83.08,16.37,58.56,1.32,64.13,70.2,54.94,89.04,66.61,,3.94,85.0,12.95,208.42,6.62,3.26,1.08,13.6,0.0,23.33,28.47,BB,B1,BB+,9.12
2020,-6.43,335.44,5655.87,42.75,208.82,3.2,93.18,78.32,,-5160.02,6.8,15.1,55.01,1296.36,165,20.65,69.27,69.4,,,-6.43,12.75,3.17,53.23,88.08,,59.31,1.27,,,,,,,,84.39,,197.57,5.94,3.6,,,0.0,21.74,29.22,BB-,B1,BB+,9.79
1976,13.22,29.9,834.13,8.26,19.25,15.3,7.63,8.48,0.08,0.0,-0.31,-0.25,1.99,-242.14,166,10.81,3.23,,14.46,216.14,,,,29.05,31.8,,35.85,1.6,64.5,40.79,29.45,49.53,43.41,758.24,0.57,,,,,,,,,,,BBB-,Aaa ,B- ,
1977,12.34,38.45,1055.88,11.57,23.47,10.1,10.01,10.72,0.09,0.0,0.01,0.28,2.99,-32.71,166,10.69,4.11,,14.13,237.18,,,,31.57,31.37,,36.41,1.56,64.9,42.54,31.81,50.69,45.12,866.02,0.48,,,,,,,,,,,BBB-,Aaa ,B- ,
1978,10.95,51.97,1405.82,17.92,31.03,14.5,12.99,15.19,0.09,0.0,-1.08,-0.92,2.83,-312.0,166,9.91,5.15,,14.55,164.21,,,,31.52,34.2,,36.97,1.52,65.2,44.33,34.53,51.86,46.61,935.26,0.31,,,,,,,,,,,BBB-,Aaa ,B- ,
1979,8.67,66.95,1783.62,25.09,40.16,18.3,15.84,20.68,0.17,0.0,-4.15,-3.51,3.11,-312.0,166,9.83,6.58,,14.75,133.86,,,,30.48,36.85,,37.53,1.52,65.55,45.07,34.54,52.64,48.02,1063.68,0.27,,,,,,,,,,,BBB-,Aaa ,B- ,
1980,-1.65,65.4,1715.43,22.26,41.02,28.7,18.6,24.26,0.05,0.0,-6.85,-5.28,3.1,567.5,166,11.91,7.79,,14.66,138.71,-1.65,34.03,32.2,31.55,42.36,2.61,38.12,1.56,66.05,47.18,40.0,54.09,47.46,1082.19,0.45,,1.54,29.76,0.0,0.0,1.54,3.28,0.0,,,BBB-,Aaa ,B- ,
1981,7.25,72.93,1883.45,23.46,45.79,21.4,21.84,27.12,0.16,0.0,-6.42,-4.16,2.8,1476.7,166,12.07,8.8,,14.65,330.39,7.25,32.16,13.7,31.55,42.97,2.86,38.72,1.56,66.55,48.13,41.38,54.12,48.89,1046.41,0.62,,2.26,32.4,0.0,0.0,2.26,2.73,0.0,,,BBB-,Aaa ,B- ,
1982,8.34,78.36,1992.53,25.05,48.26,7.2,21.45,25.75,0.12,0.0,-5.54,-3.18,2.95,1020.1,166,11.78,9.23,,14.7,33.78,8.34,31.97,4.83,34.74,47.68,3.95,39.33,1.55,67.1,47.46,37.94,54.52,49.93,1095.5,0.63,,1.56,34.97,0.0,0.0,1.56,3.56,0.0,,,BBB-,Aaa ,B- ,
1983,13.38,87.76,2198.93,28.5,51.3,3.4,24.47,26.35,0.18,0.0,-3.51,-1.51,2.46,-117.3,166,11.12,9.76,,14.8,7.64,13.38,32.48,1.97,33.69,46.86,3.63,39.91,1.47,67.55,46.5,35.24,54.03,50.24,1168.98,0.31,,2.27,34.8,0.0,0.0,2.27,8.45,0.0,,,BBB-,Aaa ,B- ,
1984,10.55,97.51,2413.26,31.49,55.14,2.3,28.18,27.76,0.22,0.0,-1.76,0.63,2.85,147.6,166,10.55,10.29,,13.89,-36.88,10.55,32.3,2.45,31.44,46.62,3.81,40.41,1.23,68.2,46.35,34.55,53.11,51.39,1257.12,0.21,,1.98,37.1,0.0,0.0,1.98,11.11,0.0,,,BBB-,Aaa ,B- ,
1985,7.84,101.3,2482.4,32.69,56.67,2.5,27.22,26.12,0.36,0.0,-2.08,0.08,2.97,-1822.8,166,10.62,10.75,,13.5,-8.82,7.84,32.27,3.02,32.41,48.93,3.55,40.81,0.98,68.8,46.69,34.58,53.98,51.5,1302.1,0.25,,3.15,35.21,0.0,0.0,3.15,15.78,0.0,,,BBB-,Aaa ,B- ,
1986,11.33,116.84,2834.9,38.11,62.21,2.7,37.35,32.88,0.68,0.0,2.76,4.44,3.44,343.2,166,10.26,11.99,,13.24,-17.57,11.33,32.61,1.39,32.85,48.31,3.63,41.21,0.99,69.45,46.01,32.26,53.88,51.88,1477.31,0.15,,3.08,30.31,0.0,0.0,3.08,26.68,0.0,,,BBB-,Aaa ,B- ,
1987,12.72,147.95,3554.6,48.21,75.1,3.0,51.51,41.7,0.84,0.0,8.83,9.75,3.74,2487.6,166,9.98,14.77,,13.46,10.66,12.72,32.59,6.05,33.1,46.85,3.77,41.62,0.99,70.0,46.31,30.37,55.57,52.98,1579.67,0.07,,3.93,27.47,0.0,0.0,3.93,37.05,0.0,,,BBB-,Aaa ,B- ,
1988,11.99,199.59,4748.63,69.49,97.56,7.1,64.85,52.32,1.29,0.0,12.76,12.58,12.48,1019.7,166,9.92,19.79,,13.37,9.28,11.99,34.82,7.19,33.52,44.06,3.64,42.03,0.98,70.55,48.96,33.22,57.82,55.85,1761.01,0.12,,1.97,39.29,0.0,0.0,1.97,37.79,0.0,,,BBB-,Aaa ,B- ,
1989,7.07,246.93,5817.03,90.66,124.95,5.7,67.56,63.1,1.39,0.0,3.77,3.72,15.34,1819.7,166,10.76,26.56,,12.84,51.67,7.07,36.72,5.07,35.37,47.93,3.06,42.45,0.99,71.05,50.24,33.01,60.12,57.6,1857.3,0.11,,2.93,40.0,0.0,0.0,2.93,45.0,0.0,,,BBB-,Aaa ,B- ,
1990,9.88,283.37,6610.04,112.08,142.33,8.6,70.83,72.98,1.05,380.5,-2.8,-3.19,14.92,-725.0,166,10.97,31.1,12.94,13.42,52.28,9.88,39.55,9.34,34.26,49.67,2.64,42.87,0.99,71.6,49.79,33.07,58.04,58.26,2167.34,0.07,99.88,4.64,45.52,0.0,0.0,4.64,50.24,0.0,19.18,,BBB-,Aaa ,B- ,
1991,10.78,330.65,7636.98,136.34,166.42,9.3,78.62,86.13,1.46,199.9,-8.03,-8.17,13.81,826.7,166,10.75,35.55,12.08,12.54,54.42,10.78,41.23,9.25,34.54,49.37,2.38,43.3,0.99,72.05,50.38,33.62,58.13,59.38,2306.64,0.04,99.91,3.45,53.82,0.0,0.0,3.45,53.5,0.0,19.7,2.41,BBB-,Aaa ,B- ,
1992,6.2,355.53,8126.67,137.72,181.06,6.2,85.58,87.77,1.0,2482.1,-2.9,-3.27,17.23,1317.4,166,11.06,39.32,11.81,12.73,-3.1,6.2,38.74,4.46,34.68,48.26,2.06,43.75,1.04,72.5,51.61,34.44,59.94,60.45,2534.34,0.03,99.94,3.07,65.4,0.0,0.0,3.07,53.7,0.0,20.09,2.51,BBB-,Aaa ,B- ,
1993,6.88,392.67,8884.93,147.86,200.71,4.8,92.95,91.28,0.83,6615.0,1.69,1.66,20.35,-1215.6,166,10.75,42.21,11.04,12.5,-35.11,6.88,37.65,5.8,35.6,47.84,1.89,44.19,1.02,73.0,56.24,35.04,71.29,62.4,2814.19,0.02,99.97,4.19,75.48,0.0,0.0,4.19,55.23,0.0,20.35,2.88,BBB-,Aaa ,B- ,
1994,9.27,463.62,10385.34,178.55,239.93,6.3,111.6,114.03,1.14,3614.1,-4.79,-4.43,25.76,-1504.0,166,10.28,47.64,9.8,12.69,-114.23,9.27,38.51,5.57,35.75,48.38,1.69,44.64,1.01,73.4,57.21,36.02,71.94,63.66,2958.41,0.02,99.99,2.33,113.35,0.0,0.0,2.32,55.72,0.0,20.9,2.48,BBB-,Aaa ,B- ,
